1,'A.T.I.B.S. 1975. Nomenclature General des Bois Tropicaux. Nogent-sur-Marne, France.'
2,'Acevedo Mallque, M. and Kikata, Y. 1994. Atlas of Peruvian Woods. Universidad Nacional Agraria, La Molina, Peru and Nagoya University, Japan. 202 pp.'
3,'Ackerly, D.D. 2004. Functional strategies of chaparral shrubs in relation to seasonal water deficit and disturbance. Ecological Monographs 74:25-44.'
4,'Agroforestry tree Database, ICRAF, Forestry Compendium, CAB International. URL: http://www.worldagroforestrycentre.org/sea/products/AFDbases/AF/index.asp.'
5,'Agroforestry tree Database, ICRAF, Forestry Compendium, CAB International. URL: http://www.worldagroforestrycentre.org/sea/products/AFDbases/AF/index.asp.'
6,'Alden, H. 1995. Hardwoods of North America. United States Department of Agriculture, Forest Service, Forest Products Laboratory. Gen. Tech. Report FPL-GTR-83. 136 pp. http://www2.fpl.fs.fed.us/TechSheets/hardwood.html'
7,'Alden, H. 1997. Softwoods of North America. United States Department of Agriculture, Forest Service, Forest Products Laboratory. Gen. Tech. Report FPL-GTR-102. 151 pp. http://www2.fpl.fs.fed.us/TechSheets/softwood.html'
8,'Alden, H.A. 1996. Lesser Known Woods. Wood Technical Fact Sheet. U.S. Department of Agriculture, Forest Service, Forest Products Laboratory. http://www2.fpl.fs.fed.us/TechSheets/lesserknownwoods.html'
9,'Alston, A.S. 1982. Timbers of Fiji: Properties and Potential Uses. Department of Forestry, Suva, Fiji. 183 pp.'
10,'Alston, A.S. 1986. Timbers of Fiji. Properties and potential uses. Department of Forestry, Suva Fiji. 183 pp.'
11,'Altamirano, V., and Rico, R.L. 1992. Maderas de Bolivia: Caracteristicas y Usos de 55 Maderas Tropicales. Camara Nacional Forestal, Santa Cruz, Bolivia.'
12,'Amorim, L.C. 1991. Variação da densidade basica no sentido radial em madeiras tropicais da Amazônia. Relatorio final Periodo abril 90: março 91. INPA, Manaus, AM 24 pp. In Fearnside, P. M. 1997. Wood density for estimating forest biomass in Brazilian Amazonia. Forest Ecology and Management 90: 59-87.'
13,'Anonymous. 1971. Inventaire Forestier des Terres Basses du Versant Occidental des Monts Cardamones CAMBOOGE. Confidential FAO Technical Report No. 6, FO:SF/CAM 6., Rome, Italy.'
14,'Anonymous. 1974. Standard Nomenclature of Forest Plants, Burma, including commercial timbers. Forest Research and Training Circle, Forest Department, Burma. 121 pp.'
15,'Anonymous. 1979. La Amazonia Colombiana y sus recursos. Proyecto Radargrametrico de Amazonas. IGAC, Bogota. By H ter Steege.'
16,Anonymous. 1981. Mengenal Sifat-sifat Kayu Indonesia dan Penggunaannya. Penerbit Kanisius. ISBN 979-413-106-7.
17,'Anonymous. 1990. Nomenclature of Commercial timbers, including sources of supply. (Revision of BS 881 and 589: 1974). British Standards Association, London, England.'
18,'Arostegui V., A. 1976. Características Tecnológicas y Usos de la Madera de 145 Especies del País. 483 pp.'
19,'Arostegui V., A. 1982. Recopilacion y Analysis de Estudios Tecnologicos de Maderas Peruanas. Lima. 57 pp.'
20,'Arostegui, A. 1982. Recopilacion y analisis de estudios tecnologicos de maderas peruanas. Documento de trabajo No. 2. Proyecto PNUD/FAO/PER/81/002 Fortalecimiento de los programas de desarrollo forestal en selva central, Lima. By T Baker.'
21,'Arostegui, A. and Sobral Filho, M. 1986. Usos de las maderas del bosque humedo tropical Colonia Angamos Rio Yavari y Jenaro Herrera, Investigaciones Tecnologicas 1:2, Instituto de Investigaciones de la Amazonia Peruana, Iquitos By T Baker.'
22,'Arostegui, A. and Valderamma, F. 1986. Usos de las maderas del bosque humedo tropical Allpahuayo-Iquitos. Investigaciones Tecnologicas 1:5, Instituto de Investigaciones de la Amazonia Peruana, Iquitos By T Baker.'
23,'Barajas-Morales, J. 1987, Wood specific gravity in species from two tropical forests in México. International Association of Wood Anatomists Bulletin, 8, 143╣148.'
24,'Barbosa, R.I. and Ferreirea, C.A.C. 2004. Densidade basica da madeira de um ecossistema de "campina" em Roraima, Amazonia Brasileira. Acta Amazonica 34: 587-591.'
25,'Bendtsen, B A. and Chudnoff, M. 1981. Properties of Seven Colombian Woods. Research Note FPL-0242. U.S. Department of Agriculture, Forest Service, Forest Products Laboratory. 12 pp.'
26,'Benthall, A.P. 1984. The Trees of Calcutta: And its Neighborhood. Thacker Spink and Co. Ltd. Calcutta India.'
27,'Bolza, E. 1975. Properties and uses from 175 timber species from Papua New Guinea and West Irian. C.S.I.R.O. Division of Building Research Report 34.'
28,'Brzeziecki, B. and Kienast, F. 1994. Classifying the life-history strategies of trees on the basis of the Grimian model. Forest Ecology and Management 69: 167-187.'
29,'Cavender-Bares, J., Kitajima, K., and Bazzaz, F.A. 2004. Multiple trait associations in relation to habitat differentiation among 17 Floridian oak species. Ecological Monographs 74: 635╣661.'
30,'CELOS (Center for Agricultural Research in Suriname) reports compiled By H ter Steege for ter Steege, H. and Hammond, D.S. 2001. Character convergence, diversity, and disturbance in tropical rain forest in Guyana. Ecology 82: 3197-3212.'
31,'Cheng, J. 1980. Chinese tropical and subtropical timbers: their distinction, properties and applications. China Forestry publishing house, Beijing.'
32,'Cheng, J. 1985. Wood Science. Chinese Forestry Publishing; Beijing, China. 1379 pp.'
33,'Cheng, J.C., Yang, J. and Liu, P. 1992. Anatomy and Properties of Chinese Woods. Chinese Forestry Publishing, Beijing, China. 820 pp.'
34,'Cheng, J.C., Yang, J. and Liu, P. 1992. Anatomy and Properties of Chinese Woods. Chinese Forestry Publishing, Beijing, China. 820 pp.'
35,'Chichignoud, M., Deon, G., Detienne, P., Parant, B. and P. Vantomme. 1990. Atlas des Bois Tropicaux d''Amerique Latine. CIRAD-Foret, Nogent-Sur-Marne France, and Organisation internationale des Bois Tropicaux, Yokohama, Japan.'
36,'Chudnoff, M. 1984. Tropical Timbers of the World. Washington, DC, USDA Forest Service. http://www2.fpl.fs.fed.us/TechSheets/tropicalwood.html.'
37,'Chudnoff, M. 1984. Tropical Timbers of the World. Washington, DC, USDA Forest Service. http://www2.fpl.fs.fed.us/TechSheets/tropicalwood.html.'
38,'Chudnoff, M. 1984. Tropical Timbers of the World. Washington, DC, USDA Forest Service. http://www2.fpl.fs.fed.us/TechSheets/tropicalwood.html.'
