Institution,Discipline,Last,First,City,Gender,Region,Macro
"NAPOLI \Federico II\\\\\""""",M-STO,VARVARO,Paolo,Napoli,M,Campania,Sud
PALERMO,IUS,VARVARO,Mario,Palermo,M,Sicilia,Sicilia
TUSCIA,AGR,VARVARO,Leonardo,Viterbo,M,Lazio,Centro
SALENTO,FIS,VASANELLI,Lorenzo,Lecce,M,Puglia,Sud
BOLOGNA,MED,VASAPOLLO,Domenico,Bologna,M,Emilia-Romagna,Nord
"ROMA \La Sapienza\\\\\""""",SECS-S,VASAPOLLO,Luciano,Roma,M,Lazio,Centro
SALENTO,CHIM,VASAPOLLO,Giuseppe,Lecce,M,Puglia,Sud
CAGLIARI,L-LIN,VASARRI,Fabio,Cagliari,M,Sardegna,Sardegna
SALERNO,CHIM,VASCA,Ermanno,Salerno,M,Campania,Sud
SANNIO di BENEVENTO,ING-INF,VASCA,Francesco,Benevento,M,Campania,Sud
CASSINO,SPS,VASELLI,Paolo,Cassino,M,Lazio,Centro
FIRENZE,GEO,VASELLI,Orlando,Firenze,M,Toscana,Centro
FIRENZE,ICAR,VASICVATOVEC,Corinna,Firenze,F,Toscana,Centro
CATANIA,MED,VASQUEZ,Enrico,Catania,M,Sicilia,Sicilia
BRESCIA,SECS-P,VASSALLI,Matilde,Brescia,F,Lombardia,Nord
"ROMA \La Sapienza\\\\\""""",IUS,VASSALLI,Francesco,Roma,M,Lazio,Centro
"NAPOLI \Federico II\\\\\""""",IUS,VASSALLIDIDACHENHAUSEN,Talitha,Napoli,F,Campania,Sud
BASILICATA,CHIM,VASSALLO,Antonio,Potenza,M,Basilicata,Sud
BASILICATA,ICAR,VASSALLO,Roberto,Potenza,M,Basilicata,Sud
BOLOGNA,SPS,VASSALLO,Salvatore,Bologna,M,Emilia-Romagna,Nord
Cattolica del Sacro Cuore,MAT,VASSALLO,Salvatore Flavio,Milano,M,Lombardia,Nord
GENOVA,M-FIL,VASSALLO,Nicla,Genova,F,Liguria,Nord
PALERMO,SECS-S,VASSALLO,Erasmo,Palermo,M,Sicilia,Sicilia
PALERMO,ING-INF,VASSALLO,Giorgio,Palermo,M,Sicilia,Sicilia
Universit’¾ IUAV di VENEZIA,ICAR,VASSALLO,Eugenio,Venezia,M,Veneto,Nord
PALERMO,IUS,VASSALLOPALEOLOGO,Fulvio,Palermo,M,Sicilia,Sicilia
"ROMA \La Sapienza\\\\\""""",SECS-P,VASSALLOPALEOLOGO,Adriana,Roma,F,Lazio,Centro
PADOVA,BIO,VASSANELLI,Stefano,Padova,M,Veneto,Nord
VERONA,MED,VASSANELLI,Corrado,Verona,M,Veneto,Nord
BRESCIA,ICAR,VASSENA,Giorgio Paolo,Brescia,M,Lombardia,Nord
MILANO,L-LIN,VASSENA,Raffaella,Milano,F,Lombardia,Nord
PALERMO,MED,VASSILIADIS,Alessandra,Palermo,F,Sicilia,Sicilia
PALERMO,SECS-S,VASSILIADIS,Elli,Palermo,F,Sicilia,Sicilia
BOLOGNA,ING-IND,VASSURA,Gabriele,Bologna,M,Emilia-Romagna,Nord
BOLOGNA,CHIM,VASSURA,Ivano,Bologna,M,Emilia-Romagna,Nord
CATANIA,M-FIL,VASTA,Salvatore,Catania,M,Sicilia,Sicilia
CHIETI-PESCARA,ICAR,VASTA,Marcello,Chieti,M,Abruzzo,Sud
PARMA,IUS,VASTA,Stefania,Parma,F,Emilia-Romagna,Nord
SIENA,SECS-P,VASTA,Michelangelo,Siena,M,Toscana,Centro
UDINE,L-LIN,VASTA,Nicoletta,Udine,F,Friuli-Venezia-Giulia,Nord
BASILICATA,AGR,VASTOLA,Antonella Palmina,Potenza,F,Basilicata,Sud
MESSINA,MED,VASTOLA,Maria Beatrice,Messina,F,Sicilia,Sicilia
"ROMA \Tor Vergata\\\\\""""",ING-INF,VATALARO,Francesco,Roma,M,Lazio,Centro
PISA,ING-IND,VATISTAS,Nicolaos,Pisa,M,Toscana,Centro
"NAPOLI \Federico II\\\\\""""",MED,VATRELLA,Alessandro,Napoli,M,Campania,Sud
Politecnico di TORINO,ING-IND,VATTA,Furio,Torino,M,Piemonte,Nord
TRIESTE,SPS,VATTA,Alessia,Trieste,F,Friuli-Venezia-Giulia,Nord
TRIESTE,ING-INF,VATTA,Francesca,Trieste,F,Friuli-Venezia-Giulia,Nord
VERONA,MED,VATTEMI,Gaetano Nicola Alfio,Verona,M,Veneto,Nord
"ROMA \La Sapienza\\\\\""""",IUS,VATTERMOLI,Daniele,Roma,M,Lazio,Centro
UDINE,L-FIL-LET,VATTERONI,Sergio,Udine,M,Friuli-Venezia-Giulia,Nord
SIENA,MED,VATTIMO,Angelo Giuseppe,Siena,M,Toscana,Centro
BOLOGNA,L-ANT,VATTUONE,Riccardo,Bologna,M,Emilia-Romagna,Nord
GENOVA,FIS,VATTUONE,Luca,Genova,M,Liguria,Nord
PIEMONTE ORIENTALE,M-STO,VAUDAGNA,Maurizio,Vercelli,M,Piemonte,Nord
Politecnico di TORINO,ICAR,VAUDETTI,Marco,Torino,M,Piemonte,Nord
PERUGIA,MED,VAUDO,Gaetano,Perugia,M,Umbria,Centro
Ca Foscari VENEZIA,CHIM,VAVASORI,Andrea,Venezia,M,Veneto,Nord
FERRARA,FIS,VAVASSORI,Paolo,Ferrara,M,Emilia-Romagna,Nord
BOLOGNA,L-LIN,VAYRA,Mario,Bologna,M,Emilia-Romagna,Nord
BOLOGNA,MAT,VAZFERREIRA,Arturo Jose,Bologna,M,Emilia-Romagna,Nord
PADOVA,BIO,VAZZA,Giovanni,Padova,M,Veneto,Nord
FIRENZE,AGR,VAZZANA,Concetta,Firenze,F,Toscana,Centro
PALERMO,BIO,VAZZANA,Mirella,Palermo,F,Sicilia,Sicilia
GENOVA,L-FIL-LET,VAZZOLER,Franco,Genova,M,Liguria,Nord
I.U.S.S. - PAVIA,SPS,VECA,Salvatore,Pavia,M,Lombardia,Nord
"ROMA \La Sapienza\\\\\""""",ING-IND,VECA,Giuseppe Maria,Roma,M,Lazio,Centro
L Orientale di NAPOLI,L-FIL-LET,VECCE,Carlo,Napoli,M,Campania,Sud
BOLOGNA,L-FIL-LET,VECCHI,Paola,Bologna,F,Emilia-Romagna,Nord
BOLOGNA,L-LIN,VECCHI,Roberto,Bologna,M,Emilia-Romagna,Nord
BOLOGNA,IUS,VECCHI,Rosa,Bologna,F,Emilia-Romagna,Nord
MILANO,MED,VECCHI,Maurizio,Milano,M,Lombardia,Nord
MILANO,FIS,VECCHI,Roberta,Milano,F,Lombardia,Nord
PAVIA,M-PSI,VECCHI,Tomaso Elia,Pavia,M,Lombardia,Nord
Politecnico di MILANO,SPS,VECCHI,Giancarlo,Milano,M,Lombardia,Nord
Politecnico di TORINO,ING-INF,VECCHI,Giuseppe,Torino,M,Piemonte,Nord
"ROMA \Tor Vergata\\\\\""""",SECS-P,VECCHI,Giovanni,Roma,M,Lazio,Centro
ROMA TRE,IUS,VECCHI,Paolo Maria,Roma,M,Lazio,Centro
PERUGIA,MED,VECCHIARELLI,Anna,Perugia,F,Umbria,Centro
Politecnico di MILANO,ING-IND,VECCHIATO,Riccardo,Milano,M,Lombardia,Nord
UDINE,L-LIN,VECCHIATO,Sara,Udine,F,Friuli-Venezia-Giulia,Nord
VERONA,M-STO,VECCHIATO,Francesco,Verona,M,Veneto,Nord
CHIETI-PESCARA,MED,VECCHIET,Jacopo,Chieti,M,Abruzzo,Sud
BOLOGNA,AGR,VECCHIETTINI,Mauro,Bologna,M,Emilia-Romagna,Nord
PERUGIA,BIO,VECCHINI,Alba,Perugia,F,Umbria,Centro
PERUGIA,M-PSI,VECCHINI,Aurora,Perugia,F,Umbria,Centro
VERONA,MED,VECCHINI,Eugenio,Verona,M,Veneto,Nord
CASSINO,IUS,VECCHIO,Gianfrancesco,Cassino,M,Lazio,Centro
CATANIA,IUS,VECCHIO,Giuseppe,Catania,M,Sicilia,Sicilia
CATANIA,CHIM,VECCHIO,Graziella,Catania,F,Sicilia,Sicilia
CATANIA,MED,VECCHIO,Ignazio,Catania,M,Sicilia,Sicilia
CATANIA,MED,VECCHIO,Rosario,Catania,M,Sicilia,Sicilia
CATANIA,M-FIL,VECCHIO,Sebastiano,Catania,M,Sicilia,Sicilia
Cattolica del Sacro Cuore,MED,VECCHIO,Fabio Maria,Milano,M,Lombardia,Nord
FERRARA,M-FIL,VECCHIO,Silvana,Ferrara,F,Emilia-Romagna,Nord
FIRENZE,M-GGR,VECCHIO,Bruno,Firenze,M,Toscana,Centro
FIRENZE,AGR,VECCHIO,Vincenzo,Firenze,M,Toscana,Centro
MILANO,AGR,VECCHIO,Angela Maria,Milano,F,Lombardia,Nord
MILANO-BICOCCA,M-PSI,VECCHIO,Luca Piero,Milano,M,Lombardia,Nord
"NAPOLI \Federico II\\\\\""""",MED,VECCHIO,Giancarlo,Napoli,M,Campania,Sud
"NAPOLI \Federico II\\\\\""""",MED,VECCHIO,Pietro,Napoli,M,Campania,Sud
PARMA,M-STO,VECCHIO,Giorgio,Parma,M,Emilia-Romagna,Nord
PISA,ING-INF,VECCHIO,Alessio,Pisa,M,Toscana,Centro
"ROMA \La Sapienza\\\\\""""",CHIM,VECCHIO,Stefano,Roma,M,Lazio,Centro
SALERNO,L-ANT,VECCHIO,Luigi,Salerno,M,Campania,Sud
SIENA,L-FIL-LET,VECCHIO,Alfio,Siena,M,Toscana,Centro
SALERNO,IUS,VECCHIOCAIRONE,Ivana,Salerno,F,Campania,Sud
PERUGIA,CHIM,VECCHIOCATTIVI,Franco,Perugia,M,Umbria,Centro
Cattolica del Sacro Cuore,MED,VECCHIOLI-SCALDAZZA,Amorino,Milano,M,Lombardia,Nord
FOGGIA,SECS-P,VECCHIONE,Vincenzo,Foggia,M,Puglia,Sud
"NAPOLI \Federico II\\\\\""""",MED,VECCHIONE,Raffaela,Napoli,F,Campania,Sud
"ROMA \La Sapienza\\\\\""""",MED,VECCHIONE,Andrea,Roma,M,Lazio,Centro
"ROMA \La Sapienza\\\\\""""",M-PSI,VECCHIONE,Michele,Roma,M,Lazio,Centro
SALERNO,IUS,VECCHIONE,Antonio,Salerno,M,Campania,Sud
"ROMA \La Sapienza\\\\\""""",MED,VECCHIOTTI,Carla,Roma,F,Lazio,Centro
PADOVA,CHIM,VEDALDI,Daniela Ester,Padova,F,Veneto,Nord
Politecnico di MILANO,ING-IND,VEDANI,Maurizio,Milano,M,Lombardia,Nord
Bocconi MILANO,IUS,VEDASCHI,Arianna,Milano,F,Lombardia,Nord
MILANO-BICOCCA,FIS,VEDDA,Anna Graziella,Milano,F,Lombardia,Nord
Ca Foscari VENEZIA,SECS-P,VEDOVATO,Marco,Venezia,M,Veneto,Nord
Stranieri di SIENA,L-LIN,VEDOVELLI,Massimo,Siena,M,Toscana,Centro
MILANO,MAT,VEESER,Andreas,Milano,M,Lombardia,Nord
MILANO,BIO,VEGETO,Elisabetta,Milano,F,Lombardia,Nord
"ROMA \La Sapienza\\\\\""""",M-PSI,VEGGETTI,Maria Serena,Roma,F,Lazio,Centro
PAVIA,MED,VEGGIOTTI,Pierangelo,Pavia,M,Lombardia,Nord
BOLOGNA,L-FIL-LET,VEGLIA,Marco,Bologna,M,Emilia-Romagna,Nord
TORINO,M-PSI,VEGLIA,Fabio,Torino,M,Piemonte,Nord
Univ. Telematica GUGLIELMO MARCONI,M-PSI,VEGLIA,Alessia,Roma,F,Lazio,Centro
L AQUILA,ING-IND,VEGLIO,Francesco,Aquila,M,Abruzzo,Sud
TORINO,MED,VEGLIO,Franco,Torino,M,Piemonte,Nord
PALERMO,MED,VEGNA,Francesco,Palermo,M,Sicilia,Sicilia
MILANO,M-PSI,VEGNI,Elena Anna Maria,Milano,F,Lombardia,Nord
ROMA TRE,ING-INF,VEGNI,Lucio,Roma,M,Lazio,Centro
MILANO,BIO,VEICSTEINAS,Arsenio,Milano,M,Lombardia,Nord
"ROMA \Tor Vergata\\\\\""""",MAT,VEIT,Anna Barbara,Roma,F,Lazio,Centro
PAVIA,L-FIL-LET,VELA,Claudio,Pavia,M,Lombardia,Nord
CASSINO,ING-INF,VELARDI,Francesco,Cassino,M,Lazio,Centro
Cattolica del Sacro Cuore,MED,VELARDI,Francesco,Milano,M,Lombardia,Nord
L Orientale di NAPOLI,L-FIL-LET,VELARDI,Roberto,Napoli,M,Campania,Sud
MESSINA,M-FIL,VELARDI,Andrea,Messina,M,Sicilia,Sicilia
PERUGIA,MED,VELARDI,Andrea,Perugia,M,Umbria,Centro
"ROMA \La Sapienza\\\\\""""",INF,VELARDI,Paola,Roma,F,Lazio,Centro
MODENA e REGGIO EMILIA,MED,VELARDO,Antonino,Modena,M,Emilia-Romagna,Nord
Politecnico di TORINO,ING-IND,VELARDOCCHIA,Mauro,Torino,M,Piemonte,Nord
TRENTO,ING-INF,VELEGRAKIS,Ioannis,Trento,M,Trentino-Alto-Adige,Nord
PALERMO,L-LIN,VELEZ,Antonino,Palermo,M,Sicilia,Sicilia
BOLOGNA,CHIM,VELINO,Biagio,Bologna,M,Emilia-Romagna,Nord
SIENA,L-LIN,VELKOVAVELKOVSKA,Elena,Siena,F,Toscana,Centro
BARI,MED,VELLA,Francesco Saverio,Bari,M,Puglia,Sud
BOLOGNA,IUS,VELLA,Francesco,Bologna,M,Emilia-Romagna,Nord
PALERMO,ING-IND,VELLA,Giuseppe,Palermo,M,Sicilia,Sicilia
PALERMO,MED,VELLA,Marco,Palermo,M,Sicilia,Sicilia
SIENA,SECS-S,VELLA,Maria,Siena,F,Toscana,Centro
MODENA e REGGIO EMILIA,IUS,VELLANI,Carlo,Modena,M,Emilia-Romagna,Nord
MODENA e REGGIO EMILIA,BIO,VELLANI,Vittorio,Modena,M,Emilia-Romagna,Nord
VALLE D AOSTA,IUS,VELLANO,Michele,Aosta,M,Val-d-Aosta,Nord
L AQUILA,FIS,VELLANTE,Massimo,Aquila,M,Abruzzo,Sud
Seconda Univ. NAPOLI,ING-IND,VELLANTE,Sergio,Napoli,M,Campania,Sud
PADOVA,MED,VELLERFORNASA,Cleto,Padova,M,Veneto,Nord
FIRENZE,FIS,VELLI,Marco,Firenze,M,Toscana,Centro
"ROMA \Tor Vergata\\\\\""""",ING-IND,VELLINI,Michela,Roma,F,Lazio,Centro
Cattolica del Sacro Cuore,MED,VELLONE,Maria,Milano,F,Lombardia,Nord
"ROMA \Tor Vergata\\\\\""""",MED,VELLONE,Ercole,Roma,M,Lazio,Centro
SALERNO,L-LIN,VELLUTINO,Daniela,Salerno,F,Campania,Sud
CAGLIARI,MED,VELLUZZI,Fernanda,Cagliari,F,Sardegna,Sardegna
MILANO,IUS,VELLUZZI,Vito,Milano,M,Lombardia,Nord
BOLOGNA,FIS,VELO,Giorgio,Bologna,M,Emilia-Romagna,Nord
PAVIA,SECS-P,VELO,Dario,Pavia,M,Lombardia,Nord
PAVIA,SECS-P,VELO,Francesco,Pavia,M,Lombardia,Nord
VERONA,BIO,VELO,Giampaolo,Verona,M,Veneto,Nord
VERONA,IUS,VELODALBRENTA,Daniele,Verona,M,Veneto,Nord
"NAPOLI \Federico II\\\\\""""",FIS,VELOTTA,Raffaele,Napoli,M,Campania,Sud
"ROMA \La Sapienza\\\\\""""",M-FIL,VELOTTI,Stefano,Roma,M,Lazio,Centro
TUSCIA,MED,VELOTTI,Francesca Romana,Viterbo,F,Lazio,Centro
SANNIO di BENEVENTO,ING-IND,VELOTTO,Giovanni,Benevento,M,Campania,Sud
CATANZARO,ING-INF,VELTRI,Pierangelo,Catanzaro,M,Calabria,Sud
della CALABRIA,SPS,VELTRI,Francesca,Arcavacata,F,Calabria,Sud
della CALABRIA,CHIM,VELTRI,Lucia,Arcavacata,F,Calabria,Sud
della CALABRIA,ICAR,VELTRI,Massimo,Arcavacata,M,Calabria,Sud
della CALABRIA,ICAR,VELTRI,Paolo,Arcavacata,M,Calabria,Sud
della CALABRIA,FIS,VELTRI,Pierluigi,Arcavacata,M,Calabria,Sud
della CALABRIA,SECS-P,VELTRI,Stefania,Arcavacata,F,Calabria,Sud
PARMA,ING-INF,VELTRI,Luca,Parma,M,Emilia-Romagna,Nord
TORINO,MED,VELTRI,Andrea,Torino,M,Piemonte,Nord
"URBINO \Carlo BO\\\\\""""",FIS,VELTRI,Michele,Urbino,M,Marche,Centro
TRENTO,SECS-P,VELUPILLAI,Kumaraswamy,Trento,M,Trentino-Alto-Adige,Nord
BARI,MED,VENA,Gino Antonio,Bari,M,Puglia,Sud
Politecnico di MILANO,ING-IND,VENA,Pasquale,Milano,M,Lombardia,Nord
PADOVA,INF,VENABLE,Kristen Brent,Padova,F,Veneto,Nord
PISA,IUS,VENAFRO,Emma,Pisa,F,Toscana,Centro
CAMERINO,BIO,VENANZI,Franco,Camerino,M,Marche,Centro
PERUGIA,ICAR,VENANZI,Ilaria,Perugia,F,Umbria,Centro
"ROMA \Tor Vergata\\\\\""""",CHIM,VENANZI,Mariano,Roma,M,Lazio,Centro
ROMA TRE,SECS-P,VENANZI,Daniela,Roma,F,Lazio,Centro
PERUGIA,BIO,VENANZONI,Roberto,Perugia,M,Umbria,Centro
"ROMA \La Sapienza\\\\\""""",SECS-S,VENANZONI,Giuseppe,Roma,M,Lazio,Centro
TRIESTE,IUS,VENCHIARUTTI,Angelo,Trieste,M,Friuli-Venezia-Giulia,Nord
INSUBRIA,MED,VENCO,Achille,Varese,M,Lombardia,Nord
TORINO,AGR,VENDADAGRACANERY,Joana Maria,Torino,F,Piemonte,Nord
FOGGIA,MED,VENDEMIALE,Gianluigi,Foggia,M,Puglia,Sud
INSUBRIA,MED,VENDER,Simone,Varese,M,Lombardia,Nord
"ROMA \La Sapienza\\\\\""""",ICAR,VENDITTELLI,Manlio,Roma,M,Lazio,Centro
"ROMA \La Sapienza\\\\\""""",ING-INF,VENDITTELLI,Marilena,Roma,F,Lazio,Centro
"ROMA \Tor Vergata\\\\\""""",M-STO,VENDITTELLI,Marco,Roma,M,Lazio,Centro
CHIETI-PESCARA,SECS-P,VENDITTI,Michelina,Chieti,F,Abruzzo,Sud
L Orientale di NAPOLI,L-LIN,VENDITTI,Michela,Napoli,F,Campania,Sud
"NAPOLI \Federico II\\\\\""""",IUS,VENDITTI,Lucia,Napoli,F,Campania,Sud
"NAPOLI \Federico II\\\\\""""",BIO,VENDITTI,Paola,Napoli,F,Campania,Sud
"ROMA \La Sapienza\\\\\""""",MED,VENDITTI,Mario,Roma,M,Lazio,Centro
"ROMA \La Sapienza\\\\\""""",BIO,VENDITTI,Sabrina Donatella Sonia,Roma,F,Lazio,Centro
"ROMA \Tor Vergata\\\\\""""",MED,VENDITTI,Adriano,Roma,M,Lazio,Centro
"ROMA \Tor Vergata\\\\\""""",MED,VENDITTI,Dario,Roma,M,Lazio,Centro
Seconda Univ. NAPOLI,IUS,VENDITTI,Carlo,Napoli,M,Campania,Sud
SALERNO,CHIM,VENDITTO,Vincenzo,Salerno,M,Campania,Sud
Cattolica del Sacro Cuore,SECS-P,VENDRAMINI,Emanuele Antonio,Milano,M,Lombardia,Nord
UDINE,L-FIL-LET,VENDRUSCOLO,Fabio,Udine,M,Friuli-Venezia-Giulia,Nord
MILANO,BIO,VENERANDO,Bruno,Milano,M,Lombardia,Nord
"URBINO \Carlo BO\\\\\""""",L-FIL-LET,VENERI,Alina,Urbino,F,Marche,Centro
"URBINO \Carlo BO\\\\\""""",GEO,VENERI,Francesco,Urbino,M,Marche,Centro
GENOVA,MED,VENESELLISARPERI,Edvige,Genova,F,Liguria,Nord
BARI,IUS,VENETO,Gaetano,Bari,M,Puglia,Sud
BARI,SECS-P,VENEZIA,Elisabetta,Bari,F,Puglia,Sud
"NAPOLI \Federico II\\\\\""""",M-FIL,VENEZIA,Simona,Napoli,F,Campania,Sud
PALERMO,AGR,VENEZIA,Giacomo,Palermo,M,Sicilia,Sicilia
PALERMO,MED,VENEZIA,Renato,Palermo,M,Sicilia,Sicilia
"ROMA \La Sapienza\\\\\""""",MAT,VENEZIA,Antonietta,Roma,F,Lazio,Centro
Universit’¾ IUAV di VENEZIA,ICAR,VENEZIA,Francesco,Venezia,M,Veneto,Nord
BARI,IUS,VENEZIANI,Bruno,Bari,M,Puglia,Sud
BRESCIA,SECS-P,VENEZIANI,Monica,Brescia,F,Lombardia,Nord
Cattolica del Sacro Cuore,MED,VENEZIANI,Augusto,Milano,M,Lombardia,Nord
"NAPOLI \Federico II\\\\\""""",MED,VENEZIANI,Bianca Maria,Napoli,F,Campania,Sud
PARMA,IUS,VENEZIANI,Paolo,Parma,M,Emilia-Romagna,Nord
BARI,SECS-S,VENEZIANO,Vincenzo,Bari,M,Puglia,Sud
"NAPOLI \Federico II\\\\\""""",VET,VENEZIANO,Vincenzo,Napoli,M,Campania,Sud
TERAMO,IUS,VENEZIANO,Anna,Teramo,F,Abruzzo,Sud
"ROMA \La Sapienza\\\\\""""",ING-IND,VENIALI,Francesco,Roma,M,Lazio,Centro
BERGAMO,L-FIL-LET,VENIER,Federica,Bergamo,F,Lombardia,Nord
Cattolica del Sacro Cuore,MED,VENIER,Antonio,Milano,M,Lombardia,Nord
PADOVA,BIO,VENIER,Paola,Padova,F,Veneto,Nord
TRIESTE,SECS-P,VENIER,Francesco,Trieste,M,Friuli-Venezia-Giulia,Nord
PAVIA,ICAR,VENINI,Paolo,Pavia,M,Lombardia,Nord
CATANZARO,SPS,VENNERI,Eleonora,Catanzaro,F,Calabria,Sud
della CALABRIA,ING-INF,VENNERI,Francesca,Arcavacata,F,Calabria,Sud
FIRENZE,INF,VENNERI,Battistina Maria,Firenze,F,Toscana,Centro
"ROMA \La Sapienza\\\\\""""",ICAR,VENNERI,Donato,Roma,M,Lazio,Centro
BOLOGNA,MAT,VENNI,Alberto,Bologna,M,Emilia-Romagna,Nord
"ROMA \La Sapienza\\\\\""""",MED,VENOSI,Salvatore,Roma,M,Lazio,Centro
INSUBRIA,IUS,VENOSTA,Francesco,Varese,M,Lombardia,Nord
Seconda Univ. NAPOLI,ING-INF,VENTICINQUE,Salvatore,Napoli,M,Campania,Sud
CATANIA,MED,VENTIMIGLIA,Bernardo,Catania,M,Sicilia,Sicilia
Cattolica del Sacro Cuore,M-FIL,VENTIMIGLIA,Giovanni,Milano,M,Lombardia,Nord
PALERMO,IUS,VENTIMIGLIA,Caterina,Palermo,F,Sicilia,Sicilia
PALERMO,ICAR,VENTIMIGLIA,Gaspare,Palermo,M,Sicilia,Sicilia
Cattolica del Sacro Cuore,MED,VENTO,Giovanni,Milano,M,Lombardia,Nord
PALERMO,BIO,VENTO,Renza,Palermo,F,Sicilia,Sicilia
SALERNO,ING-INF,VENTO,Mario,Salerno,M,Campania,Sud
Univ. Telematica GUGLIELMO MARCONI,SECS-P,VENTO,Gianfranco Antonio,Roma,M,Lazio,Centro
Bocconi MILANO,IUS,VENTORUZZO,Marco,Milano,M,Lombardia,Nord
CASSINO,ING-IND,VENTRE,Salvatore,Cassino,M,Lazio,Centro
"NAPOLI \Federico II\\\\\""""",ING-INF,VENTRE,Giorgio,Napoli,M,Campania,Sud
SANNIO di BENEVENTO,SECS-S,VENTRE,Viviana,Benevento,F,Campania,Sud
Seconda Univ. NAPOLI,IUS,VENTRE,Tommaso,Napoli,M,Campania,Sud
TRIESTE,M-STO,VENTRE,Sabrina,Trieste,F,Friuli-Venezia-Giulia,Nord
Seconda Univ. NAPOLI,SECS-S,VENTRES.,Aldo Giuseppe,Napoli,M,Campania,Sud
BARI,IUS,VENTRELLA,Carmela,Bari,F,Puglia,Sud
Politecnico di BARI,GEO,VENTRELLA,Nicola Antonio,Bari,M,Puglia,Sud
BARI,VET,VENTRIGLIA,Gianluca,Bari,M,Puglia,Sud
L Orientale di NAPOLI,M-GGR,VENTRIGLIA,Sergio,Napoli,M,Campania,Sud
"NAPOLI \Federico II\\\\\""""",FIS,VENTRIGLIA,Franco,Napoli,M,Campania,Sud
"ROMA \La Sapienza\\\\\""""",MED,VENTRIGLIA,Flavia,Roma,F,Lazio,Centro
Cattolica del Sacro Cuore,L-ART,VENTRONE,Paola,Milano,F,Lombardia,Nord
MACERATA,M-STO,VENTRONE,Angelo,Macerata,M,Marche,Centro
"NAPOLI \Federico II\\\\\""""",SPS,VENTRONE,Oreste,Napoli,M,Campania,Sud
BARI,GEO,VENTRUTI,Gennaro,Bari,M,Puglia,Sud
BARI,MED,VENTURA,Maria Teresa,Bari,F,Puglia,Sud
BARI,BIO,VENTURA,Mario,Bari,M,Puglia,Sud
BOLOGNA,BIO,VENTURA,Carlo,Bologna,M,Emilia-Romagna,Nord
BOLOGNA,AGR,VENTURA,Francesca,Bologna,F,Emilia-Romagna,Nord
BOLOGNA,SPS,VENTURA,Sofia,Bologna,F,Emilia-Romagna,Nord
CATANIA,SECS-P,VENTURA,Domenico Giuseppe,Catania,M,Sicilia,Sicilia
CATANZARO,IUS,VENTURA,Luigi,Catanzaro,M,Calabria,Sud
Cattolica del Sacro Cuore,MED,VENTURA,Giulio,Milano,M,Lombardia,Nord
della CALABRIA,L-OR,VENTURA,Alberto,Arcavacata,M,Calabria,Sud
FIRENZE,SECS-P,VENTURA,Andrea,Firenze,M,Toscana,Centro
FIRENZE,ICAR,VENTURA,Francesco,Firenze,M,Toscana,Centro
FIRENZE,ING-INF,VENTURA,Guglielmo,Firenze,M,Toscana,Centro
GENOVA,MED,VENTURA,Francesco,Genova,M,Liguria,Nord
L AQUILA,MED,VENTURA,Marco,Aquila,M,Abruzzo,Sud
L AQUILA,M-PSI,VENTURA,Rossella,Aquila,F,Abruzzo,Sud
MESSINA,CHIM,VENTURA,Cinzia Anna,Messina,F,Sicilia,Sicilia
MODENA e REGGIO EMILIA,MED,VENTURA,Paolo,Modena,M,Emilia-Romagna,Nord
"NAPOLI \Federico II\\\\\""""",M-STO,VENTURA,Piero,Napoli,M,Campania,Sud
PADOVA,SECS-S,VENTURA,Laura,Padova,F,Veneto,Nord
PARMA,BIO,VENTURA,Marco,Parma,M,Emilia-Romagna,Nord
PARMA,ICAR,VENTURA,Paolo,Parma,M,Emilia-Romagna,Nord
PERUGIA,AGR,VENTURA,Flaminia,Perugia,F,Umbria,Centro
Politecnico di MILANO,ICAR,VENTURA,Nicola,Milano,M,Lombardia,Nord
Politecnico di TORINO,ICAR,VENTURA,Giulio,Torino,M,Piemonte,Nord
"ROMA \La Sapienza\\\\\""""",SECS-S,VENTURA,Giuseppina,Roma,F,Lazio,Centro
"ROMA \La Sapienza\\\\\""""",SECS-P,VENTURA,Luigi,Roma,M,Lazio,Centro
SALENTO,FIS,VENTURA,Andrea,Lecce,M,Puglia,Sud
SIENA,IUS,VENTURA,Marco,Siena,M,Toscana,Centro
TRIESTE,MED,VENTURA,Alessandro,Trieste,M,Friuli-Venezia-Giulia,Nord
MILANO,MED,VENTURAGREGORINI,Luigia Costanza,Milano,F,Lombardia,Nord
MESSINA,MED,VENTURASPAGNOLO,Tiberio,Messina,M,Sicilia,Sicilia
PAVIA,IUS,VENTURATI,Piero,Pavia,M,Lombardia,Nord
PALERMO,BIO,VENTURELLA,Fabio,Palermo,M,Sicilia,Sicilia
PALERMO,BIO,VENTURELLA,Giuseppe,Palermo,M,Sicilia,Sicilia
BARI,SECS-P,VENTURELLI,Francesco,Bari,M,Puglia,Sud
BRESCIA,IUS,VENTURELLI,Alberto,Brescia,M,Lombardia,Nord
BRESCIA,FIS,VENTURELLI,Luca,Brescia,M,Lombardia,Nord
GENOVA,M-FIL,VENTURELLI,Domenico,Genova,M,Liguria,Nord
MODENA e REGGIO EMILIA,SECS-P,VENTURELLI,Valeria,Modena,F,Emilia-Romagna,Nord
SALENTO,SECS-P,VENTURELLI,Andrea,Lecce,M,Puglia,Sud
"URBINO \Carlo BO\\\\\""""",L-LIN,VENTURELLI,Aldo,Urbino,M,Marche,Centro
